"_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","Nb","Nb+Ta","Ni","Re","Ru","Si","Ta","Ti","W","Zr","γ‘相晶格常数/晶格常数","力学性能/硬度","固溶热处理/固溶热处理时间","固溶热处理/固溶热处理温度","备注","拉伸测试/温度","拉紧态硬度测试/离晶界距离","摘录出处","放松态硬度测试/离晶界距离","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","材料牌号","测试温度/温度","热处理/热处理温度","热处理1/时间","热处理1/温度","热处理2/冷却速率","热处理2/时间","热处理2/温度","热处理3/时间","热处理3/温度","硬度测试/测试压力","硬度测试/测试温度","空气中时效/时效时间","空气中时效/时效温度","第一次时效/第一次时效时间","第一次时效/第一次时效温度","第二次时效/第二次时效时间","第二次时效/第二次时效温度","缩进/缩进值","蠕变断裂测试/拉力","蠕变断裂测试/温度"
"ObjectId(""5b4cc59ae6b1a819a85d67d9"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"143.478GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"27.89",,
"ObjectId(""5b4cc5a5e6b1a819a85d67dd"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"126.708GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"26.97",,
"ObjectId(""5b4cc5aae6b1a819a85d67df"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"137.888GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"21.94",,
"ObjectId(""5b4cc5afe6b1a819a85d67e1"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"132.298GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"23.92",,
"ObjectId(""5b4cc5b4e6b1a819a85d67e3"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"132.298GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"32.15",,
"ObjectId(""5b4cc5b8e6b1a819a85d67e5"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"130.435GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"25.90",,
"ObjectId(""5b4cc5c2e6b1a819a85d67e7"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"132.298GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"12.95",,
"ObjectId(""5b4cc5c7e6b1a819a85d67e9"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"122.981GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"16.91",,
"ObjectId(""5b4cc5cce6b1a819a85d67eb"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"124.845GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"17.98",,
"ObjectId(""5b4cc5d1e6b1a819a85d67ed"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"126.708GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"14.93",,
"ObjectId(""5b4cc5d6e6b1a819a85d67ef"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"109.938GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"16.00",,
"ObjectId(""5b4cc5dae6b1a819a85d67f1"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"130.435GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"13.87",,
"ObjectId(""5b4cc5dfe6b1a819a85d67f3"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"139.752GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"10.82",,
"ObjectId(""5b4cc5e4e6b1a819a85d67f5"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"136.025GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"10.06",,
"ObjectId(""5b4cc5e9e6b1a819a85d67f7"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"136.025GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"8.99",,
"ObjectId(""5b4cc5eee6b1a819a85d67f9"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"111.801GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"19.96",,
"ObjectId(""5b4cc5f3e6b1a819a85d67fb"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"126.708GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"6.86",,
"ObjectId(""5b4cc5f8e6b1a819a85d67fd"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"136.025GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"7.92",,
"ObjectId(""5b4cc5fde6b1a819a85d67ff"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"134.161GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"21.03",,
"ObjectId(""5b4cc601e6b1a819a85d6801"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"128.571GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"11.89",,
"ObjectId(""5b4cc606e6b1a819a85d6803"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"117.391GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"18.90",,
"ObjectId(""5b4cc610e6b1a819a85d6805"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"122.981GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"1.98",,
"ObjectId(""5b4cc61ae6b1a819a85d6809"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"128.571GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"5.94",,
"ObjectId(""5b4cc629e6b1a819a85d680f"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"139.752GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"0.76",,
"ObjectId(""5b4cc632e6b1a819a85d6813"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"136.025GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"4.88",,
"ObjectId(""5b4cc63ce6b1a819a85d6817"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"136.025GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"3.96",,
"ObjectId(""5b4cc646e6b1a819a85d681b"")","3.6",,"0.07",,"9","12.2",,,,"1.9",,,"balance",,,,"5","4.1","3.8",,,"132.298GPa",,,"",,,"Dinkel M K, Heinz P, Pyczak F, et al. New Boron and Silicon Free Single Crystal-Diffusion Brazing Alloys[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann E.s.huron S.r.woodward, 2008:211-220.",,"10.11961/mater0203.MGI.20171221.ds.0069","尹海清","摘录","徐斌","2018-01-09","PWA1483",,,,,,,,,,,,,,,,,,"2.90",,
"ObjectId(""5b4cf71ce6b1a819a85d7aa7"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"532.45HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","1.98947mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf726e6b1a819a85d7aab"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"522.517HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","2.49474mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf73ae6b1a819a85d7ab3"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"519.205HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","1.98947mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf752e6b1a819a85d7abd"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"524.503HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","2.49474mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf75ce6b1a819a85d7ac1"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"528.477HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","2.49474mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf76be6b1a819a85d7ac5"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"518.543HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","0.268421mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf770e6b1a819a85d7ac7"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"524.503HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","0.284211mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf775e6b1a819a85d7ac9"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"516.556HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","1.48421mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf77ae6b1a819a85d7acb"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"536.424HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","0.489474mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf77fe6b1a819a85d7acd"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"521.192HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","0.568421mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf784e6b1a819a85d7acf"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"524.503HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","0.584211mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
