"_id","Al","B","C","Co","Cr","Hf","La","Mn","Mo","Ni","Re","Si","Ta","Ti","W","Y","Zr","冷轧/厚度","力学性能/蠕变寿命","均匀化退火/均匀化退火时间","均匀化退火/均匀化退火温度","备注","孔洞尺寸/孔洞尺寸","孔洞数量/孔洞数量","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/时效时间","时效/时效温度","最终退火/最终退火温度","服役因素/服役因素","材料牌号","热处理1/时间","热处理1/温度","热处理2/时间","热处理2/温度","热处理3/时间","热处理3/温度","热等静压/压强","热等静压/时间","热等静压/温度","热等静压/直径","空气冷却/空冷","蠕变实验/蠕变压力","蠕变实验/蠕变温度","蠕变断裂测试/拉力","蠕变断裂测试/温度","蠕变测试/γ相初期大小","蠕变测试/体积分数(γ΄)","蠕变测试/变形量","蠕变测试/应力","蠕变测试/测试应力","蠕变测试/测试温度","蠕变测试/温度","蠕变测试/降温速率(2250-2000oF)","轧制/轧制厚度","轧制/轧制温度","铸锭/铸锭直径","铸锭/铸锭重量","锻造/锻造厚度减少量","锻造（空冷）/锻造温度"
"ObjectId(""5b4cab9ae6b1a81674aabe27"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"110.212h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,"110Ksi",,,"1400oF","234.873oF/Minute",,,,,,
"ObjectId(""5b4cab9ee6b1a81674aabe29"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"91.3794h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,"110Ksi",,,"1400oF","184.749oF/Minute",,,,,,
"ObjectId(""5b4caba8e6b1a81674aabe2d"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"69.8979h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,"110Ksi",,,"1400oF","29.2079oF/Minute",,,,,,
"ObjectId(""5b4cabb2e6b1a81674aabe31"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"82.9946h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,"110Ksi",,,"1400oF","300.195oF/Minute",,,,,,
"ObjectId(""5b4cabb7e6b1a81674aabe33"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"132.133h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,"110Ksi",,,"1400oF","258.715oF/Minute",,,,,,
"ObjectId(""5b4cabbce6b1a81674aabe35"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"123.216h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,"110Ksi",,,"1400oF","233.663oF/Minute",,,,,,
"ObjectId(""5b4cabcfe6b1a81674aabe3b"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"118.426h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,"85.0029%",,"36Ksi",,,"1800oF",,,,,,,
"ObjectId(""5b4cabdee6b1a81674aabe41"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"77.6338h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,"65.8843%",,"36Ksi",,,"1800oF",,,,,,,
"ObjectId(""5b4cabe3e6b1a81674aabe43"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"121.407h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,"85.2275%",,"36Ksi",,,"1800oF",,,,,,,
"ObjectId(""5b4cabfbe6b1a81674aabe4d"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"110.18h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,"94.7442%",,"36Ksi",,,"1800oF",,,,,,,
"ObjectId(""5b4cac14e6b1a81674aabe55"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"60.2146h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,"5.27651%",,"36Ksi",,,"1800oF",,,,,,,
"ObjectId(""5b4cac28e6b1a81674aabe5d"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"46.9682h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,"4.84421%",,"36Ksi",,,"1800oF",,,,,,,
"ObjectId(""5b4cac31e6b1a81674aabe61"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"65.3317h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,"50.635%",,"36Ksi",,,"1800oF",,,,,,,
"ObjectId(""5b4cac45e6b1a81674aabe69"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"72.6486h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,"60.3403%",,"36Ksi",,,"1800oF",,,,,,,
"ObjectId(""5b4cac4ae6b1a81674aabe6b"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"60.6952h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,"50.4143%",,"36Ksi",,,"1800oF",,,,,,,
"ObjectId(""5b4cac54e6b1a81674aabe6f"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"75.2976h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,"60.3342%",,"36Ksi",,,"1800oF",,,,,,,
"ObjectId(""5b4cac59e6b1a81674aabe71"")","6","0.015","0.l","10","6.5wt.%","1.5",,,"1.7","Balance","3",,"4","0","6.5",,"0.l",,"77.6277h",,,"",,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,"PWA1426","4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,"64.0325%",,"36Ksi",,,"1800oF",,,,,,,
"ObjectId(""5b4cf9e0e6b1a819a85d7bb5"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"0.727895h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"444.928Mpa","750℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cf9e5e6b1a819a85d7bb7"")",,,,,"8",,,"0.5","25","66.5wt.%",,,,,,,,,"1082.64h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"Haynes242",,,,,,,,,,,"  ",,,,,,,,,"110.145Mpa","760℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cf9eae6b1a819a85d7bb9"")",,,,,"8",,,"0.5","25","66.5wt.%",,,,,,,,,"10.8264h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"Haynes242",,,,,,,,,,,"  ",,,,,,,,,"269.565Mpa","760℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cf9eee6b1a819a85d7bbb"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"57.3615h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"269.565Mpa","750℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa02e6b1a819a85d7bc3"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"45.2035h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"234.783Mpa","750℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa07e6b1a819a85d7bc5"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"0.551289h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"479.71Mpa","750℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa0ce6b1a819a85d7bc7"")",,,,,"8",,,"0.5","25","66.5wt.%",,,,,,,,,"104.05h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"Haynes242",,,,,,,,,,,"  ",,,,,,,,,"191.304Mpa","760℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa16e6b1a819a85d7bcb"")",,,,,"8",,,"0.5","25","66.5wt.%",,,,,,,,,"1040.5h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"Haynes242",,,,,,,,,,,"  ",,,,,,,,,"95.6522Mpa","760℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa1ae6b1a819a85d7bcd"")",,,,,"8",,,"0.5","25","66.5wt.%",,,,,,,,,"108.264h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"Haynes242",,,,,,,,,,,"  ",,,,,,,,,"173.913Mpa","760℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa1fe6b1a819a85d7bcf"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"16.1026h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"339.13Mpa","750℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa2ee6b1a819a85d7bd3"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"1487.35h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"130.435Mpa","750℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa33e6b1a819a85d7bd5"")","0.1",,"0",,"12.5",,,"0.5","15.5","63.3wt.%",,,,"1","7","0.1",,,"390.893h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J16",,,,,,,,,,,"  ",,,,,,,,,"449.275Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa38e6b1a819a85d7bd7"")","0.1",,"0",,"12.5",,,"0.5","17.5","63.3wt.%",,,,"1","5","0.1",,,"0.766437h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J15",,,,,,,,,,,"  ",,,,,,,,,"619.324Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa3de6b1a819a85d7bd9"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"108.264h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"200Mpa","750℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa41e6b1a819a85d7bdb"")","0.1",,"0",,"12.5",,,"0.5","17.5","63.3wt.%",,,,"1","5","0.1",,,"568.215h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J15",,,,,,,,,,,"  ",,,,,,,,,"449.275Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa46e6b1a819a85d7bdd"")","0.1",,"0",,"12.5",,,"0.5","17.5","63.3wt.%",,,,"1","5","0.1",,,"127.26h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J15",,,,,,,,,,,"  ",,,,,,,,,"482.126Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa4be6b1a819a85d7bdf"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"188.739h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"163.768Mpa","750℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa50e6b1a819a85d7be1"")","0.1",,"0",,"12.5",,,"0.5","15.5","63.3wt.%",,,,"1","7","0.1",,,"163.304h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J16",,,,,,,,,,,"  ",,,,,,,,,"482.126Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa55e6b1a819a85d7be3"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"0.1h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"690.821Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa5ae6b1a819a85d7be5"")","0.1",,"0",,"12.5",,,"0.5","15.5","63.3wt.%",,,,"1","7","0.1",,,"68.2237h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J16",,,,,,,,,,,"  ",,,,,,,,,"516.908Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa5fe6b1a819a85d7be7"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"1.83459h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"795.169Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa64e6b1a819a85d7be9"")","0.1",,"0",,"12.5",,,"0.5","15.5","63.3wt.%",,,,"1","7","0.1",,,"4933.34h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J16",,,,,,,,,,,"  ",,,,,,,,,"346.86Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa69e6b1a819a85d7beb"")","0.1",,"0",,"12.5",,,"0.5","17.5","63.3wt.%",,,,"1","5","0.1",,,"0.597274h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J15",,,,,,,,,,,"  ",,,,,,,,,"621.256Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa6de6b1a819a85d7bed"")","0.1",,"0",,"12.5",,,"0.5","17.5","63.3wt.%",,,,"1","5","0.1",,,"80.5633h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J15",,,,,,,,,,,"  ",,,,,,,,,"482.126Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa72e6b1a819a85d7bef"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"329.034h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"165.217Mpa","750℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa7ce6b1a819a85d7bf1"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"374.979h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"484.058Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa81e6b1a819a85d7bf3"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"18.0434h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"656.039Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa86e6b1a819a85d7bf5"")","0.1",,"0",,"12.5",,,"0.5","22.5","63.3wt.%",,,,"1",,"0.1",,,"95.1348h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"J5",,,,,,,,,,,"  ",,,,,,,,,"516.908Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
"ObjectId(""5b4cfa8fe6b1a819a85d7bf9"")",,,,,"8",,,"0.5","25","66.5wt.%",,,,,,,,,"1016.76h","12h","1150℃","",,,"Cowen C J, Jablonski P D. Elevated temperature mechanical behavior of new low CTE superalloys[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0055","尹海清","摘录","史政涛","2018-01-09","6h","650℃","1070℃",,"Haynes242",,,,,,,,,,,"  ",,,,,,,,,"520.773Mpa","650℃",,,"10mm","1070℃","75mm","5kg",,
